subject_id,block_num,trial_num,block_type,goal_selected,subgoal_selected,action_outcome,alien_selected,key_selected,SH_progress,BR_progress,HO_progress,SH_progress_post,BR_progress_post,HO_progress_post,G_status,S_status,M_status,C_status,G_progress_SH,M_progress_SH,C_progress_SH,S_progress_SH,G_progress_BR,S_progress_BR,C_progress_BR,M_progress_BR,G_progress_HO,S_progress_HO,C_progress_HO,M_progress_HO,G_progress_post_SH,M_progress_post_SH,C_progress_post_SH,S_progress_post_SH,G_progress_post_BR,S_progress_post_BR,C_progress_post_BR,M_progress_post_BR,G_progress_post_HO,S_progress_post_HO,C_progress_post_HO,M_progress_post_HO,G_prob,S_prob,M_prob,C_prob,goal_rt,subgoal_rt,goal_onset_jitter,action_onset_jitter,trial_start_time,resource_status_onset_time,goal_progress_onset_time,goal_onset_time,goal_probe_end_time,action_onset_time,action_end_time,action_rt,outcome_onset_time,resource_stack_onset_time,trial_end_time
0,0,22,1,SH,M,0.0,M_1,,1,4,5,1,4,5,0,3,1,3,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,278.0999999642372,367.0999999642372,,,,,,,,,,367.0999999642372,,,
0,0,23,1,BR,G,1.0,G_1,,1,4,5,1,4,5,0,3,1,3,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,418.69999998807907,535.1000000238419,,,,,,,,,,535.1000000238419,,,
0,0,24,1,BR,G,1.0,G_1,,1,4,5,1,4,5,0,3,1,3,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,726.9000000357628,579.6999999880791,,,,,,,,,,579.6999999880791,,,
0,0,25,1,BR,G,0.0,G_1,,1,4,5,2,5,5,0,3,1,3,0.0,0.3333333333333333,,,0.0,1.0,1.0,,,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,0.5,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,1308.300000011921,734.5,,,,,,,,,,734.5,,,
0,0,26,1,BR,G,0.0,G_1,,2,5,5,3,6,5,1,3,1,3,0.3333333333333333,0.3333333333333333,,,0.5,1.0,1.0,,,1.0,1.0,0.5,0.6666666666666666,0.3333333333333333,,,1.0,1.0,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,988.3999999761581,614.1000000238419,,,,,,,,,,614.1000000238419,,,
0,0,27,1,SH,G,1.0,G_1,,1,1,3,1,1,3,0,0,1,2,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.8,0.8,0.1,0.7,1411.699999988079,1421.4000000357628,,,,,,,,,,1421.4000000357628,,,
0,0,28,1,HO,M,1.0,M_1,,1,1,3,1,1,3,0,0,1,2,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.8,0.8,0.1,0.7,1086.9000000357628,719.7999999523163,,,,,,,,,,719.7999999523163,,,
0,0,29,1,HO,C,0.0,C_1,,1,1,3,1,1,4,0,0,1,2,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,0.6666666666666666,0.5,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,1.0,0.5,0.8,0.8,0.1,0.7,1715.1000000238419,1347.9000000357628,,,,,,,,,,1347.9000000357628,,,
0,0,30,1,BR,S,0.0,S_1,,1,1,4,1,2,5,0,0,1,3,0.0,0.3333333333333333,,,0.0,0.0,1.0,,,0.0,1.0,0.5,0.0,0.3333333333333333,,,0.0,0.3333333333333333,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,1117.0,776.1000000238419,,,,,,,,,,776.1000000238419,,,
0,0,31,1,BR,S,0.0,S_1,,1,2,5,1,3,5,0,1,1,3,0.0,0.3333333333333333,,,0.0,0.3333333333333333,1.0,,,1.0,1.0,0.5,0.0,0.3333333333333333,,,0.0,0.6666666666666666,1.0,,,1.0,1.0,0.5,0.8,0.8,0.1,0.7,1589.7000000476837,1233.0,,,,,,,,,,1233.0,,,
